Accomodation_Type,Any_Relationships_CCS,From_Dummy,Household_ID,Number_Of_Usual_Residents,Ownership_Type,QID
-7,,0,h81613881494246295,1,3,q1867305652878188
3,,0,h82433063979761225,3,4,q5625833492087658
-3,,0,h60916520641366736,1,-7,q1470025527255082
6,,0,h95036326800044736,4,3,q5061235493623924
4,,0,h71162862831189704,5,-7,q5039055520191998
5,,0,h81046386990619617,2,-7,q4930312080092283
2,,0,h77372878955971185,2,-7,q3316884055769100
-7,,0,h53753022166569877,5,2,q1006282444603258
1,,0,h24161007204131380,5,1,q7090787234402357
4,,0,h25197769603173728,3,2,q9498627165950441
4,,0,h63145606398124341,2,-9,q1124168628020006
7,,0,h84443909546413524,3,-7,q9305672737305292
2,,0,h51646244307578103,1,-9,q8898728852241331
-7,,0,h80741771698671996,3,3,q9893669283718855
-9,,0,h86261511737375691,1,-7,q3186325889054091
1,,0,h43434912415326276,2,2,q2083499453490378
3,,0,h51788034973336014,2,2,q4280576467109226
-3,,0,h21536343195307038,2,-9,q3122734563562477
-7,,0,h58406944831536060,2,3,q4006183747942237
1,,0,h29084515013308722,3,-9,q2863776493119002
4,,0,h23214027921267327,2,-9,q2725620189159234
7,,0,h12846527342884390,3,5,q3954531815252041
4,,0,h80405265918368293,1,2,q4534712312862896
-3,,0,h20023380192172022,1,-7,q2533470657191277
7,,0,h11646620802748470,5,-9,q7805657702469879
3,,0,h28219646175810981,4,-9,q5507669228318505
6,,0,h78229104665232327,2,1,q7052892078038693
4,,0,h82590118794077396,3,3,q7140975012176143
4,,0,h50554262779776235,5,3,q4922363980400847
2,,0,h31556814169288007,3,1,q1399786207053087
1,,0,h41496999756753254,2,2,q9252546591738416
3,,0,h93195941525609743,2,-9,q3926615714160916
-7,,0,h14981343000878340,5,-7,q6777802815952353
-3,,0,h42738450669745361,2,1,q6938555611099797
4,,0,h65228017919834724,2,1,q4765705482302682
2,,0,h36610588362647386,2,-7,q5634821173282822
4,,0,h29243814984682774,4,5,q5396396767050531
-9,,0,h79281163904065293,1,3,q8404459660218374
1,,0,h79091871031736007,2,-9,q3270900375284150
5,,0,h60668093046706831,5,2,q1126528083009404
-3,,0,h22754863928030891,1,5,q4058380343390481
6,,0,h25956687331274326,5,2,q7108148994569827
2,,0,h41271663625083191,1,1,q3444425117681570
1,,0,h88540087345272323,2,5,q7037132858498664
4,,0,h91813364436928388,3,3,q4423149480364298
-9,,0,h64533241166427153,2,3,q6518958438204226
7,,0,h82529977865857017,2,-9,q1724477060163282
-7,,0,h98041205415896505,4,-9,q5782357237564156
3,,0,h95377356237675601,2,2,q1590980646695518
7,,0,h65029148616564643,5,1,q9491069558066996
6,,0,h63248572492295756,4,2,q8113248499122473
-9,,0,h96053430032994509,2,4,q6609288624370673
1,,0,h25277525001893214,3,1,q6300287433736702
2,,0,h86369456036477411,4,5,q1864308948031917
-7,,0,h65557972242233913,2,1,q8935242107839122
2,,0,h76331272014696429,1,1,q1702160525478153
-7,,0,h68915801463177855,1,2,q8237317569135489
4,,0,h39225819748026411,5,1,q3559598863646644
6,,0,h71859690910408658,2,1,q7809870323009126
-3,,0,h94920377485726727,1,3,q3307944534837339
-9,,0,h69073509383412738,1,4,q2381405862815036
1,,0,h46176258517668298,3,2,q6861363617270090
4,,0,h85838224488525331,2,3,q6785162335009900
2,,0,h54638376547963790,1,4,q2053440325358486
1,,0,h38446116311399572,2,2,q3329558581417663
-3,,0,h65813499134852425,3,-9,q5116442752248132
2,,0,h96563296241959287,2,3,q5855321058583930
6,,0,h60459918910551785,1,-9,q4525752575259016
4,,0,h12564011678440719,2,-9,q2613518001980832
4,,0,h73143837515093379,2,1,q9568259437672625
3,,0,h29114243288739087,4,3,q7772187556062742
5,,0,h85391066849015123,1,1,q8705302378468418
1,,0,h22841696961032777,2,5,q4663769079493048
-3,,0,h42206247252589830,3,4,q2662376479440251
-7,,0,h86623078306651450,1,4,q5095919357282645
2,,0,h64817531762203573,2,-9,q3166804711660139
-7,,0,h84783255203405503,5,3,q7448366455426174
4,,0,h56094999884829951,4,1,q3637907609493414
-9,,0,h39190281963073974,2,4,q2375166607180703
-9,,0,h86476133564019767,2,2,q8436920403507669
2,,0,h61112996619422022,3,-9,q8156348915611914
3,,0,h87368834837184795,2,5,q9887328143243030
6,,0,h21097718130806769,2,2,q2357962046183778
-7,,0,h72900320404607298,1,4,q2964472829741437
4,,0,h75465392506849560,1,5,q5077226089312148
4,,0,h55571752572626549,1,4,q3637903182417381
6,,0,h75896368033183549,2,1,q5284205361008188
-9,,0,h60508797396195989,1,3,q6497289318997805
-7,,0,h47467368537379849,2,-9,q2143300986229185
-3,,0,h20936310842808903,1,1,q6100540703522573
5,,0,h74913573505135751,1,1,q3689647504846700
2,,0,h66565149577079540,1,4,q9093259323018631
1,,0,h91380576727976748,4,4,q8696073655033056
5,,0,h14953353384763083,1,3,q9421457290162247
-3,,0,h24506910570868809,3,3,q1964133557972790
4,,0,h54151736028329822,2,5,q8253438100777869
-9,,0,h18083090131521521,2,-9,q1226892196139987
2,,0,h87599923582110106,2,1,q5536563461967935
6,,0,h22829719878516109,2,-7,q2717237167691607
7,,0,h47668748281211792,2,5,q2985665852977650
4,,0,h83631877371770121,1,-7,q2082978242427332
-9,,0,h46667799479821591,5,2,q1338642915945272
7,,0,h68976642082219441,5,4,q8371700613942928
-7,,0,h51420574212923005,3,-9,q7858250716820122
1,,0,h96429314458791987,2,5,q6683393060342552
3,,0,h54675256832972298,3,-9,q5351898167454339
4,,0,h77274596681866680,2,3,q7110956908916365
-7,,0,h29039945412564997,2,1,q7676560262559942
7,,0,h17124545872053816,2,2,q7488013854817433
7,,0,h98381855127690989,5,1,q6276364930118886
5,,0,h23303623348714898,5,1,q9561749534629123
4,,0,h87042035819684765,5,2,q8986788890796702
2,,0,h35431680621190774,2,5,q5585209645571346
-7,,0,h88812362741908343,2,-7,q8844036900687845
7,,0,h67749410726944087,2,4,q6152596870824418
-7,,0,h55268317812175531,2,4,q1340283230103413
6,,0,h61685390343298809,1,-9,q4995744242267809
1,,0,h80388423007298729,2,1,q2764135545988056
2,,0,h96504121069153160,2,5,q1582567417626011
5,,0,h53731759211157359,5,-9,q1166302377698000
-3,,0,h92006637944906559,2,5,q3252003003070954
-7,,0,h55310730741927568,1,-9,q2271572138171291
5,,0,h56964321349763685,2,-9,q9248225885459395
4,,0,h18295481912054425,2,-7,q3217385653736461
3,,0,h64494990291638303,2,3,q2613498899445389
2,,0,h78090733519014409,2,-7,q1150628538243605
3,,0,h27444123692259473,4,1,q5103477029592196
-3,,0,h18150062077800014,2,1,q3315533140695517
-9,,0,h89837374661913831,2,4,q2221109379852862
-9,,0,h45664485291781255,2,2,q1185612049201469
3,,0,h57611916203022691,2,4,q3492254219111923
1,,0,h87938877442545471,2,2,q2863310966614200
3,,0,h67899155687786446,1,3,q1031315482816584
2,,0,h10789658563741834,2,3,q6093744781151909
6,,0,h34109145401433937,1,1,q6222314943332658
-7,,0,h78182960263909195,2,-9,q5190992815279685
1,,0,h93471287556917740,2,4,q8268202841806394
3,,0,h87588822530085005,1,-7,q1454867327172672
3,,0,h62613338800161534,1,5,q2829938442204693
-9,,0,h64997421256854749,1,-9,q3415493602662334
6,,0,h71722466278599440,1,1,q5027016245522683
-7,,0,h34095472935782783,2,5,q1527311037495179
7,,0,h32384519777345114,2,4,q8301288843853013
-7,,0,h35604014294450133,2,-9,q5525872699891922
-7,,0,h23119071510214401,1,-9,q9127708764759842
2,,0,h57914112773867069,5,1,q2051569550611954
2,,0,h24263510810910200,2,-9,q5593448409479905
7,,0,h24825412655896883,2,4,q1799067781727432
4,,0,h29308040779908879,2,4,q9514729711106652
1,,0,h54688047814459548,2,-9,q6819140026021962
-3,,0,h82254128013542801,1,2,q3479167861934936
-3,,0,h65673219216038002,5,5,q4938317890133445
-3,,0,h57109163501119720,2,4,q3362829814989734
-7,,0,h83831253561169782,1,2,q3839061642295552
1,,0,h75899110032746346,2,2,q1833478820206623
5,,0,h38591569987659276,2,3,q8144757766854557
2,,0,h93302345677802673,1,-7,q6320094510451607
-7,,0,h15958672445011468,2,-7,q6911873238354418
2,,0,h63173260180646182,4,-9,q1188877513778161
-7,,0,h76784221327782850,2,-9,q7373185580402140
7,,0,h46583263690055081,2,-7,q3687412452492728
-3,,0,h37351204715674348,2,2,q8499017364827158
2,,0,h40598563331846043,2,4,q1302502332624934
3,,0,h69843907088595652,2,1,q1477801277087445
3,,0,h28885465789404642,3,2,q1564305259118202
3,,0,h44367915104481788,2,4,q5999806970384145
1,,0,h84572704070355140,2,-9,q2752352107351270
-7,,0,h12556746164957639,1,-9,q6576575807411366
-7,,0,h11605759578260019,1,-7,q5074566106483704
-3,,0,h80138886778770974,2,4,q3700750894403214
-3,,0,h95871807211496095,5,3,q7233642924870034
2,,0,h77376557641131285,1,-7,q3593943891184929
4,,0,h15974758146970929,2,4,q7462671223955031
1,,0,h47922835056820242,2,1,q6999647385228258
1,,0,h59749082420967566,1,1,q8171330374926782
-9,,0,h42479497231175497,2,3,q3170508389833041
6,,0,h67758158199457483,2,5,q7097755470620462
-3,,0,h95059203613808799,2,-9,q2637257604531238
7,,0,h31433267554284141,1,1,q5402444904239118
-7,,0,h82968510397722898,2,5,q1775188377601291
6,,0,h96414537303071852,1,5,q9280505543777471
6,,0,h39691073435470585,5,4,q7289734373417703
3,,0,h19932250712562195,1,1,q3224261483831731
7,,0,h62967240189656003,1,3,q6534212161001969
-9,,0,h71761648043717071,2,-9,q6142339490167950
3,,0,h70745864440492081,2,2,q3728639275211820
7,,0,h11811270413923292,1,2,q4101888417948955
5,,0,h74605672012710588,5,2,q1136903878601430
-7,,0,h36530552952325367,1,-7,q6870421139768904
3,,0,h89199210683516968,5,3,q8227702467109484
2,,0,h89187344074135140,1,-9,q2104153846018846
-3,,0,h13632873233732743,1,5,q1830911016486736
4,,0,h93570211231387578,1,1,q3508911465250786
-3,,0,h46256276880956492,4,4,q2779395638269754
-9,,0,h67144936007084762,1,4,q3932164876170116
4,,0,h35366003190450747,5,-9,q9803892856552733
4,,0,h25096179434451040,1,2,q8411288581924212
2,,0,h76983995221063911,3,2,q9864424394642260
7,,0,h75783364266484870,1,4,q1108426398107533
1,,0,h26514997083088451,4,-9,q6729203950742648
2,,0,h74377181662243629,2,2,q9973363924029502
3,,0,h64286589068073418,2,3,q9920947177698405
3,,0,h19991205645007437,5,3,q8288695062883556
4,,0,h82472408582412475,1,1,q9190718007146452
-9,,0,h29399564190568497,3,-9,q6936072325049255
5,,0,h76685195075633980,2,3,q7849359788406858
6,,0,h64549637141971957,5,2,q1665641489497578
3,,0,h24316477512513039,1,-7,q4641174689706325
-9,,0,h74467699051584386,4,4,q6407977746639608
3,,0,h55935929348736763,2,-7,q9305494557418372
5,,0,h26972357475733811,2,1,q8076756617514500
2,,0,h22855130764769736,2,-7,q6436050069092657
4,,0,h76997389575825470,1,-9,q9236157623271755
5,,0,h83851429460229894,1,2,q5195096538684649
-3,,0,h24698937379192793,4,2,q8620975833383600
6,,0,h78276261519920496,1,5,q2833922043786912
1,,0,h78209238253756017,2,-9,q6100632246891635
7,,0,h33661252518566859,2,-7,q2964027503622688
4,,0,h65263860846880798,4,1,q2556232274166111
4,,0,h81153869588703024,2,2,q3969052858802719
-3,,0,h67096382985863171,2,1,q2983982677897614
6,,0,h69600626575145102,1,1,q5502014690484194
1,,0,h17111516074547056,4,5,q5838430935466115
1,,0,h53984661442526888,2,-7,q5042600428545285
-3,,0,h54472163847037484,3,5,q7555765023386760
3,,0,h22404621304722842,3,-9,q9267470070214925
-3,,0,h32628500009445464,3,2,q6414247498259325
4,,0,h76618125028470973,2,1,q4852016430710123
4,,0,h59345287063909463,1,3,q3484066779030416
-7,,0,h17786519129203788,2,-7,q5302042773670319
3,,0,h90290161072557527,5,-7,q5306397060831307
2,,0,h14623086294203032,1,-9,q4899783482034384
7,,0,h39648764698844303,5,2,q2732594348975073
7,,0,h98183724198848543,2,4,q4581117258855217
6,,0,h40354768752909814,2,2,q5498311096002569
-3,,0,h86268192676359212,2,4,q4552808556377219
4,,0,h94823369823345473,1,2,q5178204080060968
2,,0,h93194435723611749,5,2,q4086983192667878
2,,0,h46074049294690405,3,3,q6231886749545356
-3,,0,h98025965145006033,5,-7,q4286400950955299
-7,,0,h26514465701185311,2,-9,q5160019062660695
2,,0,h63493254572308815,1,3,q7777820872287769
4,,0,h45821320233884617,2,-9,q6213618728180888
4,,0,h86994754612836059,4,-9,q6368465927097468
7,,0,h76340482885810289,2,5,q1899283967028060
2,,0,h38144540663061330,4,-9,q1484377923834201
5,,0,h54433784199110549,2,-7,q6452851324439625
6,,0,h57738081141417769,1,5,q4147741400800043
3,,0,h95630818910757604,3,5,q4033991377360370
1,,0,h37476991044178989,1,1,q7665759188066260
-3,,0,h44543729239919006,2,3,q2652831376215497
-9,,0,h75949541546099956,1,-7,q1063035185166466
3,,0,h51407000476509188,2,3,q8747309645478148
2,,0,h36683487151745765,2,2,q9530804167718382
-3,,0,h50303324611022341,2,-7,q5897836126509017
6,,0,h29821508293593141,1,5,q8997046801585122
4,,0,h35910931299594451,2,-9,q7999568511867335
7,,0,h74088252449087144,2,1,q7989281083779751
5,,0,h34653227676063310,1,-9,q3529897796829011
-3,,0,h59675497329435292,1,-9,q1138294072694294
-9,,0,h63070048721478557,1,1,q7404748423455439
6,,0,h68042488445988706,2,5,q4961729761052852
5,,0,h54756418757416656,4,-9,q1593032146110766
-3,,0,h23638321310422103,1,2,q7840509455290340
2,,0,h46614901547301650,1,3,q8803342276893444
-9,,0,h34198026151068595,2,3,q8697020594556372
1,,0,h93452742538533875,1,-9,q8160826386815610
1,,0,h32432801740020576,1,4,q4415992712134489
6,,0,h72348340856776626,5,3,q8863590859710311
1,,0,h53754010338495308,2,5,q9282926523704103
-3,,0,h31742276464113984,2,-7,q5166427081497252
2,,0,h65314191083796421,3,-7,q3213348154832894
-7,,0,h68259889397268085,1,5,q1163389927845194
3,,0,h42027718333425915,3,5,q4710850055423168
-3,,0,h55069573070916523,2,2,q5950722014147509
4,,0,h27584599773670619,2,2,q6462014803919843
7,,0,h69431066459249626,1,-9,q5011746225358438
4,,0,h54425552553314612,3,4,q3186401965440131
1,,0,h70763459538166119,3,2,q8098814667383045
-3,,0,h29676355401406712,1,1,q2168732750802347
2,,0,h38508317181250238,5,1,q4877748147815731
4,,0,h84907377647292950,1,-7,q6351563918810512
3,,0,h13173342467317259,2,1,q6132811009201568
3,,0,h45596965044321995,2,-9,q4140495384012153
4,,0,h80674922141145958,2,2,q2069310475934387
-3,,0,h84314685320161534,1,1,q7936348348162913
-3,,0,h50889294490538004,1,4,q8524763128713921
3,,0,h81173816069679651,2,3,q2030894973292399
7,,0,h53782065668696258,2,2,q4346519890602542
5,,0,h62893502571154875,2,5,q2118904591218640
4,,0,h91967611226070872,1,-9,q3264734598517447
-7,,0,h75839601558999335,5,4,q3338467645785139
-9,,0,h35356378330950960,1,4,q3992646535417878
5,,0,h47948020963024165,2,-9,q4592194334571094
4,,0,h65671230351095642,1,4,q9587761449854012
-7,,0,h30062362244726988,2,1,q2381931488619598
-3,,0,h57562793022626103,4,2,q1849384434720181
-7,,0,h19860078006059998,2,-7,q4899957625347757
2,,0,h76464426209898229,2,-7,q6777038952253581
2,,0,h17430574380323676,1,3,q3441669491372826
4,,0,h51046351207285980,4,-7,q8196228914280568
5,,0,h37417201571867818,1,3,q7500078622593591
-3,,0,h15370227797294300,3,-9,q3052299372087884
5,,0,h65487970449217259,1,5,q1797920745233350
-3,,0,h81997322124068489,1,5,q3229127017763342
1,,0,h99341103194330258,2,-9,q2903739080257799
4,,0,h17161082060939261,5,-7,q4930226686700234
2,,0,h51515326706366119,2,2,q9418903629217803
7,,0,h44921181897842292,1,1,q5953500109740948
5,,0,h91520280907338305,2,-9,q2542964638070929
3,,0,h86971089308797615,1,-9,q2267623524030016
5,,0,h96518181566944594,2,-9,q9832071801563506
6,,0,h22925449685529022,1,2,q3522394979603074
1,,0,h32511316242619172,1,-9,q1884950778509591
1,,0,h64208389617673325,5,4,q4810274983742681
-9,,0,h69300662338868852,2,-9,q6542467644921751
3,,0,h87468299889020503,1,4,q2145450202282098
3,,0,h98997794929185702,3,3,q4933996632938352
1,,0,h53908601738813482,4,4,q7976266807127629
-9,,0,h71878632933499632,3,5,q5280688774595871
5,,0,h56630922555236524,1,-9,q7875031331647951
6,,0,h99228408881332597,2,3,q7909042682347356
-3,,0,h12189024253144423,1,2,q9029669213122116
5,,0,h10976979644224336,2,4,q8523785242652311
-3,,0,h26679029499008535,2,1,q7670654135890085
7,,0,h22332022810035854,1,4,q6801160108320828
5,,0,h30456654772499974,1,3,q6870455257160535
-3,,0,h93491916544668703,2,3,q2267294485274242
7,,0,h37369813790808572,3,1,q1303126586513953
1,,0,h15703103200817662,1,3,q4377162373206925
4,,0,h64077422645908207,2,-7,q9808873257045356
2,,0,h75558040165890493,2,-7,q7198759280676530
1,,0,h86689469276476686,2,1,q3458060627501497
7,,0,h17770511720131979,5,-9,q8820944164172480
-7,,0,h78338001045979535,2,2,q7360058027204088
6,,0,h30877533542460105,4,-7,q3244310172723589
2,,0,h40919275217071860,2,-9,q3154504707179587
2,,0,h72375311438964351,1,1,q4285433864980449
3,,0,h32850777035041773,3,2,q7610750101088589
2,,0,h94821065584083701,1,-7,q5482792050487788
6,,0,h30046713276746666,1,3,q9907823308951088
7,,0,h42996825797543075,5,-7,q8794345292555194
4,,0,h16121031964078951,2,1,q2667290190866203
3,,0,h33002197434973981,2,1,q3776968581555452
-3,,0,h62526080109907909,1,5,q4178429311416697
5,,0,h61014504007046312,5,3,q3510688624129289
4,,0,h13289710034815388,2,5,q7405407394635008
-3,,0,h52175480334202077,1,2,q8842066147477452
-3,,0,h58514162050377770,1,5,q7623461252570314
3,,0,h88821936837509532,2,3,q4173595242686423
7,,0,h14462797525874031,2,4,q3543021155900253
-9,,0,h91398520039421711,5,2,q4831263377934869
1,,0,h53624316356706462,2,1,q7822769090184817
3,,0,h51663440491832603,2,4,q5562518399412540
4,,0,h59407742135394540,2,-9,q2358073399757494
5,,0,h52446121968315290,2,-9,q5998054258490549
6,,0,h32792089261442565,2,2,q9588706054142881
4,,0,h42182741267457430,1,-7,q7937192931625019
1,,0,h39029309926505105,1,2,q5846532229514133
-3,,0,h35110551704827528,5,1,q5173635903376310
-7,,0,h74114135924712052,1,4,q5540708948229351
1,,0,h66003834604136007,2,-7,q1304724875670752
1,,0,h80109163611263614,1,-9,q9629280740765300
-7,,0,h28790985293920319,5,1,q4345928628342387
5,,0,h45651044038005314,2,-9,q2125761735683917
3,,0,h19266136878127828,2,2,q9822615996937734
6,,0,h22502827608621867,2,3,q8619618001839701
-7,,0,h72148266340895473,4,3,q9356963778385864
-9,,0,h29108351143336644,3,5,q3632199105243706
6,,0,h64588590803825276,1,5,q2099277011252401
-7,,0,h65416470695422551,2,5,q4068831603820700
2,,0,h20869631119229745,1,2,q1116280963547376
6,,0,h86253331728443609,2,5,q6840301985674031
6,,0,h93630315160360437,2,-9,q6996370844189533
5,,0,h60549759071790968,2,5,q3229281830182545
2,,0,h84026289750535688,2,2,q7744528501319317
5,,0,h70605984258528061,2,2,q3186071611355340
5,,0,h90857643064168162,4,2,q9199918641218722
4,,0,h16841121194835658,2,1,q4364644509585726
5,,0,h12036287409938094,2,4,q4708463250756866
5,,0,h71166420982096050,3,-7,q1995761665336523
-3,,0,h54566028087477397,2,-9,q3847455734084138
-3,,0,h88308120041156248,1,3,q7306471659542722
-9,,0,h70591244377425689,2,-9,q9479411925583802
5,,0,h53883474288231476,1,1,q4276461268394515
6,,0,h48825468269817633,1,2,q8628989941650205
-3,,0,h12754003601031905,2,4,q5882994991681416
7,,0,h31820574208846278,4,2,q5312060230100668
1,,0,h52965832526278619,1,-9,q6650446261933771
-9,,0,h39278949985536124,1,-7,q7514609511438180
-9,,0,h69119521459191979,5,3,q8308433980058752
5,,0,h87854309805505674,5,1,q7910351466220773
7,,0,h25767650391453161,2,2,q9843548758212996
5,,0,h43004701775719579,1,-7,q7276330387759484
3,,0,h29017521915443158,3,2,q4736916569905710
-9,,0,h94653087944341787,2,1,q1205289815270385
-3,,0,h36385456684863387,3,2,q8548559538680159
5,,0,h16433980947782105,1,3,q1486064275129980
5,,0,h84913952002970370,2,1,q6205809859412321
-3,,0,h21861697022844867,2,3,q8357479415152311
1,,0,h32906990279882129,2,-9,q5259878571052396
2,,0,h47968144314832355,2,2,q1418810470129292
7,,0,h37425409615294843,2,2,q6604559306510343
4,,0,h39757845111207750,2,-9,q7578665088615826
2,,0,h73289577061387034,4,-7,q4782510964146436
-9,,0,h50738845650416971,3,2,q1665030099877116
2,,0,h39714140036874181,4,4,q9517203005074668
4,,0,h57501297662497380,5,-9,q1686848248054560
7,,0,h85221531944667971,2,2,q6059428869843261
3,,0,h81090180459449664,3,3,q1375239514955178
2,,0,h67543807603929621,5,1,q4391336570197099
-7,,0,h68902085559263885,5,3,q8049941090633279
6,,0,h19728109679875226,2,1,q4497247855717944
5,,0,h57576380029712175,5,3,q9966930218225538
6,,0,h29251918141841432,2,-7,q9500660063538649
1,,0,h43708613200789821,2,2,q5107844869939081
2,,0,h62435525756548509,1,3,q4487897956744368
-7,,0,h17097486675324519,2,5,q4485263968006009
6,,0,h32123156037966735,4,5,q5810608631203025
5,,0,h76368864881000053,3,-9,q1195616191493057
-9,,0,h66126217170363644,2,5,q6384401615701248
-7,,0,h85991620849257194,1,-9,q1287614054067100
